"","text","time","round","recipient","sender.id","sender.name","groupID","treatmentName"
"10107","yeah Im doign roughly 75% rabbits",1714073316372,8,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10108","3 rabbits 2 squirrels",1714073341109,9,"01HWBB4RR7JC615056BQWTD1RH","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10109","how many squirrels are you leaving lit up",1714073346713,9,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10110","2 rabbits 1 squirrel",1714073344956,9,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB643CA5NSRTWFSMPK4S53","player 4","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10111","i'm thinking roughly 75% rabbits 25% squirrels",1714073351457,9,"01HWBB4RR7JC615056BQWTD1RH","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10112","cool i have 6 rabbits, 2 squirrels",1714073362513,9,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10113","3 rabbits, 1 squirrel",1714073378231,10,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10114","3 rabbits 2 squirrels",1714073380481,10,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10115","how many squirrels are you leaving lit up",1714073382920,10,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10116","2 rabbits 1 squirrel",1714073383208,10,"01HWBB4RR7JC615056BQWTD1RH","01HWBB643CA5NSRTWFSMPK4S53","player 4","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10117","1",1714073388494,10,"01HWBB4RR7JC615056BQWTD1RH","01HWBB643CA5NSRTWFSMPK4S53","player 4","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10118","i'm thinking roughly 75% rabbits 25% squirrels",1714073389883,10,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10119","cool i have 6 rabbits, 2 squirrels",1714073397333,10,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10120","Same",1714073398702,10,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10121","yay",1714073401394,10,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10122","3 rabbits and 2 squirrels",1714073416463,11,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10123","how many squirrels are you leaving lit up",1714073419699,11,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10124","2 rabbits 1 squirrel",1714073421852,11,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB643CA5NSRTWFSMPK4S53","player 4","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10125","3 rabbits, 1 squirrel; thinking it's 75% rabbits, 24% squirrels",1714073425931,11,"01HWBB4RR7JC615056BQWTD1RH","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10126","i think roughly 75% rabbits 25% squirrels",1714073425947,11,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10127","*25%",1714073432478,11,"01HWBB4RR7JC615056BQWTD1RH","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10128","cool i have 6 rabbits, 2 squirrels",1714073435821,11,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10129","yay",1714073438183,11,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10130","3 rabbits, 1 squirrel",1714073457593,12,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10131","i have 3 rabbits and 2 squirrels",1714073459915,12,"01HWBB4RR7JC615056BQWTD1RH","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10132","how many squirrels are you leaving lit up",1714073461735,12,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10133","2 rabbits 1 squirrel",1714073461680,12,"01HWBB486NBD382Y1A3S4T5VKH","01HWBB643CA5NSRTWFSMPK4S53","player 4","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10134","75/25",1714073466264,12,"01HWBB643CA5NSRTWFSMPK4S53","01HWBB5VECY2BRJCGJ72AKM6MQ","player 3","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10135","im doing roughly 75% rabbits 25% squirrels",1714073469732,12,"01HWBB4RR7JC615056BQWTD1RH","01HWBB486NBD382Y1A3S4T5VKH","player 1","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10136","cool i have 6 rabbits, 2 squirrels",1714073477276,12,"01HWBB5VECY2BRJCGJ72AKM6MQ","01HWBB4RR7JC615056BQWTD1RH","player 2","01HWBAVBVSZ2A3HW69KXVP3RF4","rerun-interactive- 0.7"
"10137","2 squirrels 3 rabbits",1714073171616,1,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10138","I see 2 squirrels and 3 bunnies",1714073179738,1,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10139","4 rabbits 1 squirrel",1714073190157,1,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10140","i see 2 squirrels and 3 bunnies",1714073233594,2,"01HWBB7WR1AY6378C9S40HE1S6","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10141","2 squirells 3 rabits",1714073234728,2,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10142","4 rabbits 1 squirrel",1714073242941,2,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10143","2 squirrels 3 rabbits",1714073290715,3,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10144","i see 2 squirrels and 3 rabbits, and one other neighbor saw the same thing",1714073298314,3,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10145","4 rabbits 1 squirrel",1714073298602,3,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10146","2 squirrels 3 rabbits",1714073346744,4,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10147","4 rabbits 1 squirrel",1714073359454,4,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10148","4 rabbits one squirrel",1714073363749,4,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10149","5 squirrels and 7 rabbits in total, including the neighbors ve talked to",1714073364883,4,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10150","2 squirrels 3 rabbits",1714073406703,5,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10151","1 squirrel 4 rabbits",1714073416927,5,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10152","4 rabbits 1 squirrel",1714073417226,5,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10153","12 rabbits and 6 squirrels in total so far. ive been adding the results from each neighbor ive talked to",1714073425322,5,"01HWBB7WR1AY6378C9S40HE1S6","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10154","2 squirrels 3 rabbits",1714073465504,6,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10155","1 squirrel 4 rabbits",1714073479045,6,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10156","4 rabbits 1 squirrel",1714073478994,6,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10157","i see 2 squirrels and 3 rabbits, and one other neighbor saw the same thing",1714073483587,6,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10158","2 squirrels 3 rabbits",1714073525218,7,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10159","1 squirrel 4 rabbits",1714073532960,7,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10160","4 rabbits 1 squirrel",1714073534645,7,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10161","2 squirel 3 rabbit",1714073541021,7,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10162","2 squirrels 3 rabbits",1714073581006,8,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10163","1 squirrel 4 rabbits",1714073586110,8,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10164","4 rabbits 1 squirrel",1714073590478,8,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10165","2 squirel 3 rabbit",1714073591157,8,"01HWBB7WR1AY6378C9S40HE1S6","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10166","2 squirrels 3 rabbits",1714073634058,9,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10167","4 rabbits 1 squirrel",1714073638586,9,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10168","1 squirrel 4 rabbit",1714073641440,9,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10169","2 squirel 3 rabbit",1714073649170,9,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10170","2 squirel 3 rabbit",1714073693049,10,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10171","2 squirrels 3 rabbits",1714073691751,10,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10172","4 rabbits 1 squirrel",1714073694082,10,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10173","1 squir 4 rab",1714073701991,10,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10174","2 squirel 3 rabbit",1714073751354,11,"01HWBB7WR1AY6378C9S40HE1S6","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10175","2 squirrels 3 rabbits",1714073749881,11,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10176","4 rabbits 1 squirrel",1714073751786,11,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10177","1 squir 4 rab",1714073756587,11,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10178","2 squirrels 3 rabbits",1714073800710,12,"01HWBB71RK3APRVKY8GC2YRCYY","01HWBB6RNVBVZ5FYZ703VJ703B","player 1","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10179","4 rabbits 1 squirrel",1714073802706,12,"01HWBBCW10WZ1JNZ5GN5N8K9S6","01HWBB7WR1AY6378C9S40HE1S6","player 3","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10180","2 squirel 3 rabbit",1714073803897,12,"01HWBB6RNVBVZ5FYZ703VJ703B","01HWBBCW10WZ1JNZ5GN5N8K9S6","player 4","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10181","1 squir 4 rab",1714073807847,12,"01HWBB7WR1AY6378C9S40HE1S6","01HWBB71RK3APRVKY8GC2YRCYY","player 2","01HWBB57EX2MG7FVTY8VN66GR3","rerun-interactive- 0.7"
"10182","5 squirrels 1 rabbit",1714151995847,1,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10183","2 squirrels 1 rabbit",1714151978538,1,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10184","I see two rabbits and 4 squirrels",1714151992856,1,"01HWDP9V69T71HA415X8044TBK","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10185","i see 3 squirrels and 2 rabbits",1714152001898,1,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10186","2 rabbits, 4 squirrels",1714152045226,2,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10187","2 squirrels 1 rabbit",1714152034423,2,"01HWDP9V69T71HA415X8044TBK","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10188","i see 3 squirrels and 2 rabbits",1714152047443,2,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10189","5 squirrels 1 rabbit",1714152054876,2,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10190","3 squirrels 2 rabbits",1714152096418,3,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10191","2 squirels 1 rabbit",1714152088035,3,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10192","2 rabbits, 4 squirrels",1714152101687,3,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10193","5 squirrels 1 rabbit",1714152108726,3,"01HWDP9V69T71HA415X8044TBK","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10194","3 squirrels 2 rabbits",1714152141135,4,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10195","2 rabbits again, 4 squirrels, again",1714152143683,4,"01HWDP9V69T71HA415X8044TBK","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10196","5 squirrels 1 rabbit",1714152152577,4,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10197","2 sqerils 1 rabbit",1714152137313,4,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10198","3 squirrels 2 rabbits",1714152183139,5,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10199","2 rabbits 4 squirrels",1714152185414,5,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10200","2 squirrels 1 rabbit",1714152175802,5,"01HWDP9V69T71HA415X8044TBK","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10201","5 squirrels 1 rabbit",1714152196074,5,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10202","what is going on? I keep getting the same amounts...",1714152202550,5,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10203","2 rabbits, 4 squirrels",1714152230340,6,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10204","3 squirrels 2 rabbits",1714152229655,6,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10205","2 squirrels 1 rabbit",1714152219800,6,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10206","5 squirels 1 rabbit",1714152244943,6,"01HWDP9V69T71HA415X8044TBK","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10207","3 squirrels 2 rabbits",1714152276652,7,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10208","5 squirrels 1 rabbit",1714152286481,7,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10209","2 rabbits, 4 squirrels",1714152283790,7,"01HWDP9V69T71HA415X8044TBK","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10210","2 squirrels 1 rabbit",1714152273324,7,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10211","2 squirrels 1 rabbit",1714152307650,8,"01HWDP9V69T71HA415X8044TBK","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10212","3 squirrels 2 rabbits",1714152322238,8,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10213","5 squirrels 1 rabbit",1714152331425,8,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10214","2 rabbits, 4 squirrels",1714152327115,8,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10215","2 squirrels 1 rabbit",1714152352525,9,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10216","3 squirrels 2 rabbits",1714152365571,9,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10217","2 rabbits and 4 squirrels",1714152366853,9,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10218","5 squirrels 1 rabbit",1714152376144,9,"01HWDP9V69T71HA415X8044TBK","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10219","3 squirrels 2 rabbits",1714152407531,10,"01HWDPFSB24HBGGCPWC4Z908SA","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10220","2 squirrels 1 rabbit",1714152396518,10,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDPE8AYQPY2SM83HVFFP96X","player 2","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10221","2 rabbits and 4 squirrels",1714152409103,10,"01HWDP9V69T71HA415X8044TBK","01HWDPFSB24HBGGCPWC4Z908SA","player 3","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10222","5 squirrsls 1 rabbit",1714152422465,10,"01HWDPE8AYQPY2SM83HVFFP96X","01HWDPGN7MDBHRD24V3VKPFTWY","player 4","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
"10223","3 squirrels 2 rabbits",1714152450319,11,"01HWDPGN7MDBHRD24V3VKPFTWY","01HWDP9V69T71HA415X8044TBK","player 1","01HWDP39MDQ4EJ18DDSHEFDB0S","rerun-interactive-0.3"
