id,gameID,gameIDLastChangedAt,urlParams,urlParamsLastChangedAt,intro,introLastChangedAt,name,nameLastChangedAt,participantID,participantIDLastChangedAt,ended,endedLastChangedAt,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,exitStep,exitStepLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatmentName,treatmentNameLastChangedAt,emojiArray,emojiArrayLastChangedAt
01HW3J8DWYQ0TCQ50DF25BS8MT,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:49:25.485987752Z,4,2024-04-22T18:54:25.719696208Z,player 1,2024-04-22T18:54:54.492521812Z,01HW3J8D9B34AVPGHYJ9SJVFBC,2024-04-22T18:49:25.15066815Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:54.21671958Z,01HW3J9JMT0YVXM9ZHVWETRVE6,2024-04-22T19:04:02.422985333Z,"{""age"":""53"",""gender"":""Female"",""strength"":""Very strong and accurate, a good team player"",""fair"":""No"",""feedback"":""No problems"",""education"":""bachelor"",""teammates"":""Hard to tell if they were saying the truth but I feel they did"",""notes"":""No but I focused "",""politics"":""NA"",""geo"":""United Kingdom "",""ethnicity"":""Mix""}",2024-04-22T19:06:57.127892518Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:06:57.141745851Z,5cd959b304748d001819f233,2024-04-22T18:49:25.15066815Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3J9JMT0YVXM9ZHVWETRVE6,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:03.518647141Z,4,2024-04-22T18:54:41.140811949Z,player 2,2024-04-22T18:54:54.492521812Z,01HW3J9HBMTW6MNGB70FBEAFDZ,2024-04-22T18:50:02.778713839Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:44.247662969Z,01HW3JAQZA66NNH30SFEVT9Z1F,2024-04-22T19:04:02.422985333Z,"{""age"":""37"",""gender"":""Female"",""strength"":""Pretty strong"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""None"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-22T19:05:38.312967129Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:05:38.333627951Z,5d869a57c38e8100012f3c29,2024-04-22T18:50:02.778713839Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""🐿️"",""🐇"",""                                   "",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JABRRZEH7HP5J85Z1XQW5,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:50:28.521592312Z,{},2024-04-22T18:50:29.248892157Z,4,2024-04-22T18:52:27.30001762Z,player 4,2024-04-22T18:53:26.894063655Z,01HW3JABBEEWGBZXWW12BPYTB7,2024-04-22T18:50:28.504520962Z,game ended,2024-04-22T19:03:06.112830503Z,true,2024-04-22T18:52:31.654182493Z,01HW3J75386KCFA3TMNR12JQJW,2024-04-22T19:02:25.061347822Z,"{""age"":""41"",""gender"":""female"",""strength"":""speed"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I'm not sure. "",""notes"":""No"",""politics"":""liberal"",""geo"":""canada"",""ethnicity"":""white""}",2024-04-22T19:03:31.555842558Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:50:28.521592312Z,1,2024-04-22T19:03:31.573866624Z,652e8fc1fea850eece58168b,2024-04-22T18:50:28.504520962Z,rerun-interactive-0.3,2024-04-22T18:50:28.521592312Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-22T18:53:26.894063655Z
01HW3JAQZA66NNH30SFEVT9Z1F,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:41.363913738Z,4,2024-04-22T18:53:34.819271937Z,player 3,2024-04-22T18:54:54.492521812Z,01HW3JAQAC5B5NEEB68C3REKW8,2024-04-22T18:50:41.002967393Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:03.851734624Z,01HW3JARN472KJ44MKQEAA1WAE,2024-04-22T19:04:02.422985333Z,"{""age"":""27"",""gender"":""Female"",""strength"":""on a scale or characteristics?"",""fair"":""hmm, possibly not- took quite a while but it was fun"",""feedback"":""No"",""education"":""master"",""teammates"":""Some were slow to reply about ratios but gave info on the animals fast, had no reason to believe they were lying"",""notes"":""Yes, at round 5 I started making a tally- didn't occur to me to do so sooner. Then toward the end I started asking what ratio they thought it was. "",""politics"":""Middle"",""geo"":""England"",""ethnicity"":""White""}",2024-04-22T19:06:46.809824387Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:06:46.823335465Z,611fbafab73c81273bda777d,2024-04-22T18:50:41.002967393Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""🐇"",""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JARN472KJ44MKQEAA1WAE,01HW3J89YZZDCCFFPRK9YNQ1XP,2024-04-22T18:53:26.577160551Z,{},2024-04-22T18:50:42.078195211Z,4,2024-04-22T18:54:37.05961712Z,player 4,2024-04-22T18:54:54.492521812Z,01HW3JAR0NN5WZ0B4XRVD3SY9K,2024-04-22T18:50:41.704282438Z,game ended,2024-04-22T19:04:51.202589196Z,true,2024-04-22T18:54:47.042598086Z,01HW3J8DWYQ0TCQ50DF25BS8MT,2024-04-22T19:04:02.422985333Z,"{""age"":""59"",""gender"":""female"",""strength"":""being honest"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""i hope so"",""notes"":""no"",""politics"":""conservative"",""geo"":""United Kingdom"",""ethnicity"":""btitish""}",2024-04-22T19:05:46.42531672Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:53:26.577160551Z,1,2024-04-22T19:05:46.43759381Z,5bfe7267098e7a00016a4058,2024-04-22T18:50:41.704282438Z,rerun-interactive-0.3,2024-04-22T18:53:26.577160551Z,"[""                                   "",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐿️""]",2024-04-22T18:54:54.492521812Z
01HW3JCANB3M6KW2RCXZ4RN7F3,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:51:33.240195039Z,4,2024-04-22T18:55:34.566513745Z,player 2,2024-04-22T19:00:38.044323357Z,01HW3JCA1C6E1M415M1X71J6H8,2024-04-22T18:51:32.907074878Z,game ended,2024-04-22T19:12:50.295502723Z,true,2024-04-22T18:55:37.708152044Z,01HW3JG6611EMJZGZHMXHWKA6Y,2024-04-22T19:11:49.423054573Z,"{""age"":""39"",""gender"":""female"",""strength"":""good at playing this game"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""yes"",""notes"":""yes"",""politics"":""none"",""geo"":""turkish"",""ethnicity"":""white""}",2024-04-22T18:57:00.256762719Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,1,2024-04-22T18:57:00.246323099Z,655f5e5d7ee58750ed033dc0,2024-04-22T18:51:32.907074878Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JCTZP76JZE3932Z6KWFCG,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:51:49.965995893Z,3,2024-04-22T18:53:36.215261976Z,player 3,2024-04-22T19:00:38.044323357Z,01HW3JCTD1JG2JQEWXWDA9WKW4,2024-04-22T18:51:49.622714547Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JHGKMD4W6E5VTC8PK8MTG,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,,,634d72a4b1dc5f197ac4b8c6,2024-04-22T18:51:49.622714547Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""🐇"",""🐿️"",""🐿️"",""                                   ""]",2024-04-22T19:00:38.044323357Z
01HW3JE9W9WVYKKTWNMNK9MY4X,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:52:37.98247015Z,3,2024-04-22T18:54:32.826238957Z,player 4,2024-04-22T19:00:38.044323357Z,01HW3JE98GX0JWV5ZR3H4JXES5,2024-04-22T18:52:37.641244704Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3HS22N9TGX4972EV2WTZFK,2024-04-22T19:11:49.423054573Z,"{""age"":""29"",""gender"":""male"",""strength"":""very strong"",""fair"":""yes"",""feedback"":""um i think the site refreshed itself twice."",""education"":""master"",""teammates"":""no"",""notes"":""no"",""politics"":"""",""geo"":"""",""ethnicity"":""white""}",2024-04-22T18:57:47.277439538Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,1,2024-04-22T18:57:47.193244894Z,660437516e883235b9bb8ee1,2024-04-22T18:52:37.641244704Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐿️"",""🐿️"",""                                   "",""🐿️"",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JG6611EMJZGZHMXHWKA6Y,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:54.248162492Z,{},2024-04-22T18:53:39.719540151Z,1,2024-04-22T18:53:56.156654708Z,player 5,2024-04-22T19:00:38.044323357Z,01HW3JG5J1VZK9WB05ZDBBN8PR,2024-04-22T18:53:39.393921599Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JCANB3M6KW2RCXZ4RN7F3,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:54.248162492Z,,,608ee492d63622f9f4d5306f,2024-04-22T18:53:39.393921599Z,rerun-interactive-0.3,2024-04-22T18:54:54.248162492Z,"[""🐇"",""🐿️"",""                                   "",""🐿️""]",2024-04-22T19:00:38.044323357Z
01HW3JHGKMD4W6E5VTC8PK8MTG,01HW3F1DBZMN276FN5SGTX88WE,2024-04-22T18:54:22.854012754Z,{},2024-04-22T18:54:23.180667342Z,1,2024-04-22T18:54:27.054048714Z,player 6,2024-04-22T19:00:38.044323357Z,01HW3JHFYQJ0QWAWZJTEMWT1SD,2024-04-22T18:54:22.836529066Z,game ended,2024-04-22T19:12:50.295502723Z,,,01HW3JCTZP76JZE3932Z6KWFCG,2024-04-22T19:11:49.423054573Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T18:54:22.854012754Z,,,5e8376035d0dbe08624aeed2,2024-04-22T18:54:22.836529066Z,rerun-interactive-0.3,2024-04-22T18:54:22.854012754Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-22T19:00:38.044323357Z
01HW3K99B99BK7NV2V6ZN4JMRW,01HW3K9GFSBNY2TSYP6B78H0JE,2024-04-22T19:12:02.337776569Z,{},2024-04-22T19:07:21.98685799Z,1,2024-04-22T19:08:47.872245813Z,player 1,2024-04-22T19:17:05.962557912Z,01HW3K98Y1C8MGH6B8FKD5S7AB,2024-04-22T19:07:21.833234314Z,game ended,2024-04-22T19:23:24.057251809Z,,,01HW3KCMH15251YQ110P248T6W,2024-04-22T19:22:53.513477183Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:12:02.337776569Z,,,foobar,2024-04-22T19:07:21.833234314Z,rerun-slider- 0.3,2024-04-22T19:12:02.337776569Z,"[""🐿️"",""🐇"",""                                   "",""🐿️"",""🐇"",""🐇""]",2024-04-22T19:17:05.962557912Z
01HW3KAC4ATYWC5WHQCQ0NCKRD,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:07:57.494626425Z,{},2024-04-22T19:07:57.905394372Z,3,2024-04-22T19:10:08.518408596Z,player 1,2024-04-22T19:10:21.379075261Z,01HW3KAB8KY6T03B90FMSD7AYS,2024-04-22T19:07:57.450144857Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:10:20.454510717Z,01HW3KADV4SHKNHN0X93ZKYDG6,2024-04-22T19:12:16.888919389Z,"{""age"":""25"",""gender"":""Male"",""strength"":""Not too great, average"",""fair"":""Yes"",""feedback"":""Game seemed to cut short a little bit"",""education"":""master"",""teammates"":""I think so? "",""notes"":""In my head yes"",""politics"":""Centre"",""geo"":""British"",""ethnicity"":""White""}",2024-04-22T19:13:18.010898788Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:07:57.494626425Z,1,2024-04-22T19:13:17.961368065Z,5e78c6725088ab44b24e2545,2024-04-22T19:07:57.450144857Z,rerun-slider- 0.3,2024-04-22T19:07:57.494626425Z,"[""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T19:10:21.379075261Z
01HW3KADV4SHKNHN0X93ZKYDG6,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:07:59.244951955Z,{},2024-04-22T19:07:59.580430039Z,3,2024-04-22T19:09:50.891016087Z,player 2,2024-04-22T19:10:21.379075261Z,01HW3KAD2ET1ZM318G4XHVS7ZH,2024-04-22T19:07:59.204233007Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:09:54.299006363Z,01HW3KAG7DVKQGK4FPBB200TZ2,2024-04-22T19:12:16.888919389Z,"{""age"":""61"",""gender"":""Female"",""strength"":""okay"",""fair"":""yes"",""feedback"":""none"",""education"":""other"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Left"",""geo"":""Irish"",""ethnicity"":""White""}",2024-04-22T19:13:19.112475715Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:07:59.244951955Z,1,2024-04-22T19:13:19.131445582Z,5c75c7c92c662600014eb328,2024-04-22T19:07:59.204233007Z,rerun-slider- 0.3,2024-04-22T19:07:59.244951955Z,"[""🐿️"",""                                   "",""🐿️"",""🐿️"",""🐇"",""🐇""]",2024-04-22T19:10:21.379075261Z
01HW3KAF7825DTW7ZEAJXH4FGZ,01HW3K9JGSJXXA3PAK6XK00MHN,2024-04-22T19:10:20.546081831Z,{},2024-04-22T19:08:00.967060354Z,3,2024-04-22T19:10:22.90280811Z,player 1,2024-04-22T19:12:02.771914367Z,01HW3KAEK0PXRHFXE9M2CR9JEZ,2024-04-22T19:08:00.617002021Z,game terminated,2024-04-22T19:13:05.081033844Z,true,2024-04-22T19:10:39.688733792Z,01HW3KAWVPKHK3GHEZX526RVE3,2024-04-22T19:12:56.43594606Z,"{""age"":""37"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""other"",""teammates"":"""",""notes"":""only received one message"",""politics"":"""",""geo"":"""",""ethnicity"":""white british""}",2024-04-22T19:13:58.319253365Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:20.546081831Z,1,2024-04-22T19:13:58.254154083Z,5a279fe98766a40001900957,2024-04-22T19:08:00.617002021Z,rerun-slider- 0.3,2024-04-22T19:10:20.546081831Z,"[""                                   "",""🐿️"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T19:12:02.771914367Z
01HW3KAG7DVKQGK4FPBB200TZ2,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:08:01.673956138Z,{},2024-04-22T19:08:01.842257243Z,3,2024-04-22T19:09:49.769332225Z,player 3,2024-04-22T19:10:21.379075261Z,01HW3KAFX08Y1KEZMC754KC8Q2,2024-04-22T19:08:01.645086599Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:10:11.184230608Z,01HW3KANFEFCQRKFG3RXYWJZJG,2024-04-22T19:12:16.888919389Z,"{""age"":""45"",""gender"":""female"",""strength"":""I don't think I have any strengths. I felt like an idiot."",""fair"":""I don't really know. Maybe others understand it better but to me, I just don't know. And if I didn't understand properly, am I really entitled to any pay?"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""I think they were telling the truth"",""notes"":""no"",""politics"":""leftish"",""geo"":""Canada"",""ethnicity"":""white""}",2024-04-22T19:13:53.411437981Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:08:01.673956138Z,1,2024-04-22T19:13:53.386232709Z,651ebe38dd6c0168883405e0,2024-04-22T19:08:01.645086599Z,rerun-slider- 0.3,2024-04-22T19:08:01.673956138Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-22T19:10:21.379075261Z
01HW3KANFEFCQRKFG3RXYWJZJG,01HW3K8EP66M15282MQ3NHM2KV,2024-04-22T19:08:07.048204028Z,{},2024-04-22T19:08:07.368563746Z,3,2024-04-22T19:10:00.636378626Z,player 4,2024-04-22T19:10:21.379075261Z,01HW3KAMS4W80JHXZ2YCRPMTCE,2024-04-22T19:08:07.022119485Z,game terminated,2024-04-22T19:12:18.359480977Z,true,2024-04-22T19:10:05.93220647Z,01HW3KAC4ATYWC5WHQCQ0NCKRD,2024-04-22T19:12:16.888919389Z,"{""age"":""47"",""gender"":""female"",""strength"":""average"",""fair"":""yes"",""feedback"":""na"",""education"":""high-school"",""teammates"":""i wasnt sure really as they didnt always match me"",""notes"":""i read them yes"",""politics"":""na"",""geo"":""United Kingdom"",""ethnicity"":""english caucasian""}",2024-04-22T19:13:40.695053759Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:08:07.048204028Z,1,2024-04-22T19:13:40.674443197Z,5f57be602095072bb238a7ab,2024-04-22T19:08:07.022119485Z,rerun-slider- 0.3,2024-04-22T19:08:07.048204028Z,"[""🐿️"",""                                   "",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-04-22T19:10:21.379075261Z
01HW3KAWVPKHK3GHEZX526RVE3,01HW3K9JGSJXXA3PAK6XK00MHN,2024-04-22T19:10:20.546081831Z,{},2024-04-22T19:08:14.909510983Z,3,2024-04-22T19:11:50.677329902Z,player 2,2024-04-22T19:12:02.771914367Z,01HW3KAW90M9D4XSENCERCGNG0,2024-04-22T19:08:14.582635256Z,game terminated,2024-04-22T19:13:05.081033844Z,true,2024-04-22T19:12:02.309125256Z,01HW3KAYZBBTH7KS9W16KGKCXT,2024-04-22T19:12:56.43594606Z,"{""age"":""39"",""gender"":""female"",""strength"":""ok, but it was too quick"",""fair"":""ok for what it was"",""feedback"":""It's too quick to respond."",""education"":""other"",""teammates"":""no, from what I can recall, the answers were off."",""notes"":""some notes"",""politics"":""none"",""geo"":""latvian"",""ethnicity"":""white""}",2024-04-22T19:14:57.563454079Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:20.546081831Z,1,2024-04-22T19:14:57.585671103Z,5d94ebfaa79ab70017df2508,2024-04-22T19:08:14.582635256Z,rerun-slider- 0.3,2024-04-22T19:10:20.546081831Z,"[""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""                                   ""]",2024-04-22T19:12:02.771914367Z
01HW3KAYZBBTH7KS9W16KGKCXT,01HW3K9JGSJXXA3PAK6XK00MHN,2024-04-22T19:10:20.546081831Z,{},2024-04-22T19:08:16.965725103Z,3,2024-04-22T19:10:28.841025096Z,player 3,2024-04-22T19:12:02.771914367Z,01HW3KAYKQ3C4YGFZX1QKG5NY5,2024-04-22T19:08:16.748000356Z,game terminated,2024-04-22T19:13:05.081033844Z,true,2024-04-22T19:10:35.211494269Z,01HW3KBAGSA77MTMWFD4XZZDS2,2024-04-22T19:12:56.43594606Z,"{""age"":""40"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":""I only answered once and then it came to this page. im not sure if somehting went wrong?"",""education"":""other"",""teammates"":"""",""notes"":""yes"",""politics"":""left"",""geo"":""canadian"",""ethnicity"":""white""}",2024-04-22T19:14:08.77546905Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:20.546081831Z,1,2024-04-22T19:14:08.755580597Z,606143ea5c94a6506ff113bc,2024-04-22T19:08:16.748000356Z,rerun-slider- 0.3,2024-04-22T19:10:20.546081831Z,"[""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"",""                                   ""]",2024-04-22T19:12:02.771914367Z
01HW3KBAGSA77MTMWFD4XZZDS2,01HW3K9JGSJXXA3PAK6XK00MHN,2024-04-22T19:10:20.546081831Z,{},2024-04-22T19:08:28.905838496Z,3,2024-04-22T19:10:21.927047872Z,player 4,2024-04-22T19:12:02.771914367Z,01HW3KB9X9WSS3D3M3P01RZWBV,2024-04-22T19:08:28.569679259Z,game terminated,2024-04-22T19:13:05.081033844Z,true,2024-04-22T19:10:28.289635144Z,01HW3KAF7825DTW7ZEAJXH4FGZ,2024-04-22T19:12:56.43594606Z,"{""age"":""26"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":""i think something happened as the survey cut out abruptly, but i was enjoying taking part in it until that point"",""education"":""master"",""teammates"":"""",""notes"":""No i didnt "",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-22T19:13:58.605085568Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:20.546081831Z,1,2024-04-22T19:13:58.652998689Z,62fb88be841f0dcba3db01ff,2024-04-22T19:08:28.569679259Z,rerun-slider- 0.3,2024-04-22T19:10:20.546081831Z,"[""🐇"",""🐇"",""🐇"",""                                   ""]",2024-04-22T19:12:02.771914367Z
01HW3KCMH15251YQ110P248T6W,01HW3K9GFSBNY2TSYP6B78H0JE,2024-04-22T19:12:02.337776569Z,{},2024-04-22T19:09:11.92060569Z,3,2024-04-22T19:11:56.730698553Z,player 2,2024-04-22T19:17:05.962557912Z,01HW3KCKXY3Y4D6F2TC5PTP57R,2024-04-22T19:09:11.585840574Z,game ended,2024-04-22T19:23:24.057251809Z,true,2024-04-22T19:12:04.552984161Z,01HW3KH78JVENZ8M49DJPPGXFW,2024-04-22T19:22:53.513477183Z,"{""age"":""49"",""gender"":""female"",""strength"":""taking note of others opinions"",""fair"":""i don't know"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I dont know"",""notes"":""no"",""politics"":""liberal"",""geo"":""united kingdom"",""ethnicity"":""white""}",2024-04-22T19:16:06.288495078Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:12:02.337776569Z,1,2024-04-22T19:16:06.263649194Z,63b80a8b220f924d975670bc,2024-04-22T19:09:11.585840574Z,rerun-slider- 0.3,2024-04-22T19:12:02.337776569Z,"[""🐇"",""🐿️"",""🐇"",""                                   ""]",2024-04-22T19:17:05.962557912Z
01HW3KFSVHZW067AA6SF40Z27A,01HW3K9HFPR7EZX9EFYVC6VZE7,2024-04-22T19:10:55.369733797Z,{},2024-04-22T19:10:55.49381867Z,1,2024-04-22T19:10:59.078978763Z,player 1,2024-04-22T19:17:10.789869103Z,01HW3KFSKS8DVA9MB0FVA3HMMK,2024-04-22T19:10:55.345042381Z,game ended,2024-04-22T19:23:34.110208482Z,,,01HW3KGF9PY1EY0Y7PFVTK7ED3,2024-04-22T19:23:02.64188466Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:10:55.369733797Z,,,Ivette,2024-04-22T19:10:55.345042381Z,rerun-slider- 0.3,2024-04-22T19:10:55.369733797Z,"[""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-22T19:17:10.789869103Z
01HW3KG2S9H9CJCKQYG2TBXJ6P,01HW3K9HFPR7EZX9EFYVC6VZE7,2024-04-22T19:11:04.543738322Z,{},2024-04-22T19:11:04.845223351Z,,,player 2,2024-04-22T19:17:10.789869103Z,01HW3KG26G0XSFQXYPRM9Y7BKF,2024-04-22T19:11:04.489749309Z,game ended,2024-04-22T19:23:34.110208482Z,,,01HW3KGQWKKBBEW8W3DB933Q8H,2024-04-22T19:23:02.64188466Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:11:04.543738322Z,,,63ed4941a5e7b8fc0957676f,2024-04-22T19:11:04.489749309Z,rerun-slider- 0.3,2024-04-22T19:11:04.543738322Z,"[""🐿️"",""                                   "",""🐇""]",2024-04-22T19:17:10.789869103Z
01HW3KG490GPN4B5Z3TEGN12J7,01HW3K9HFPR7EZX9EFYVC6VZE7,2024-04-22T19:11:06.068254915Z,{},2024-04-22T19:11:06.284830736Z,2,2024-04-22T19:11:56.079821816Z,player 3,2024-04-22T19:17:10.789869103Z,01HW3KG41BXKPEBDMG4GY0E472,2024-04-22T19:11:06.016717004Z,game ended,2024-04-22T19:23:34.110208482Z,,,01HW3KGYB8A8JE265W2ACXMCVW,2024-04-22T19:23:02.64188466Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:11:06.068254915Z,,,KM,2024-04-22T19:11:06.016717004Z,rerun-slider- 0.3,2024-04-22T19:11:06.068254915Z,"[""                                   "",""🐿️"",""🐇""]",2024-04-22T19:17:10.789869103Z
01HW3KG8YNGK9EAMHB570EAPC2,01HW3K9HFPR7EZX9EFYVC6VZE7,2024-04-22T19:11:10.863910367Z,{},2024-04-22T19:11:11.167173022Z,3,2024-04-22T19:12:54.620252274Z,player 4,2024-04-22T19:17:10.789869103Z,01HW3KG8BJ2WFGQCJDPK0FJADT,2024-04-22T19:11:10.805323546Z,game ended,2024-04-22T19:23:34.110208482Z,true,2024-04-22T19:13:00.276499578Z,01HW3KH4QJMNH4XMS7J7DN825W,2024-04-22T19:23:02.64188466Z,"{""age"":""63"",""gender"":""Female"",""strength"":""N/A"",""fair"":""N/A"",""feedback"":""No other players joined the study, I was directed straight to this page"",""education"":""other"",""teammates"":""No other players joined the study, I was directed straight to this page"",""notes"":""No other players joined the study, I was directed straight to this page"",""politics"":""Centre"",""geo"":""UK"",""ethnicity"":""Caucasian""}",2024-04-22T19:15:38.064280338Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-22T19:11:10.863910367Z,1,2024-04-22T19:15:38.087138657Z,563fbaae074be600115e9681,2024-04-22T19:11:10.805323546Z,rerun-slider- 0.3,2024-04-22T19:11:10.863910367Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-22T19:17:10.789869103Z
