id,gameID,gameIDLastChangedAt,ended,endedLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,urlParams,urlParamsLastChangedAt,treatmentName,treatmentNameLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,treatment,treatmentLastChangedAt,exitStep,exitStepLastChangedAt,exitSurvey,exitSurveyLastChangedAt
01HW69BDR5KSJBAV1TPTG84CBA,01HW65REM1S7VC11V6GJCP76YD,2024-04-23T20:14:27.400558365Z,game ended,2024-04-23T20:21:30.398735125Z,3,2024-04-23T20:16:53.16343093Z,true,2024-04-23T20:17:26.533421981Z,player 2,2024-04-23T20:17:27.92060876Z,01HW69DQ0Q0CZF741B07SQF2X2,2024-04-23T20:21:17.964672734Z,5c7eb988ac63960015004d03,2024-04-23T20:11:29.413409528Z,{},2024-04-23T20:11:29.770147322Z,rerun-slider- 0.7,2024-04-23T20:14:27.400558365Z,"[""🐇"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-23T20:17:27.92060876Z,01HW69BD2WQXXTND5CT6ZCZCSK,2024-04-23T20:11:29.413409528Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:14:27.400558365Z,1,2024-04-23T20:22:38.329069151Z,"{""age"":""63"",""gender"":""MALE"",""strength"":""VERY GOOD"",""fair"":""YES"",""feedback"":""NO PROBLEMS"",""education"":""high-school"",""teammates"":""NOT VERY GOOD"",""notes"":""NO"",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""WHITE""}",2024-04-23T20:22:38.307731414Z
01HW69BTZSFV9CZJJHWJTZ97CV,01HW65RD4GBBZMKE6Y3T1SPZ6J,2024-04-23T20:17:26.808202188Z,game ended,2024-04-23T20:24:16.945812667Z,3,2024-04-23T20:17:33.81410137Z,true,2024-04-23T20:17:48.410581486Z,player 1,2024-04-23T20:18:43.216850481Z,01HW69E3Z1X4SAPS6AB3P304S0,2024-04-23T20:23:46.165351121Z,5efb03ef4cd406000b96ed93,2024-04-23T20:11:42.969201682Z,{},2024-04-23T20:11:43.313264093Z,rerun-slider- 0.7,2024-04-23T20:17:26.808202188Z,"[""                                   "",""🐇"",""🐿️""]",2024-04-23T20:18:43.216850481Z,01HW69BTB550T2RMV8PHH4QHF8,2024-04-23T20:11:42.969201682Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:17:26.808202188Z,1,2024-04-23T20:25:14.350270198Z,"{""age"":""24"",""gender"":""Male"",""strength"":""I wouldn't be sure."",""fair"":""I do feel the pay was fair."",""feedback"":"""",""education"":""other"",""teammates"":""I did find them to be helpful in swaying my decision for the observations."",""notes"":""I made mental notes."",""politics"":""N/A"",""geo"":""United Kingdom"",""ethnicity"":""Mixed""}",2024-04-23T20:25:14.371925757Z
01HW69C6ZJDWSR1CBBJDYEQ9T4,01HW65RDVBWNWBQ37AHS99ES86,2024-04-23T20:11:55.273515841Z,game ended,2024-04-23T20:20:37.454453134Z,3,2024-04-23T20:13:48.300369934Z,true,2024-04-23T20:13:51.03336376Z,player 3,2024-04-23T20:14:27.715147199Z,01HW69DA747M6H59QDGNZXPNM3,2024-04-23T20:20:06.830466824Z,615a0e9cada895173314177a,2024-04-23T20:11:55.250165179Z,{},2024-04-23T20:11:55.667828721Z,rerun-slider- 0.7,2024-04-23T20:11:55.273515841Z,"[""                                   "",""🐇"",""🐇""]",2024-04-23T20:14:27.715147199Z,01HW69C6D2JAGAC4B406DHTS76,2024-04-23T20:11:55.250165179Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:11:55.273515841Z,1,2024-04-23T20:22:18.90237259Z,"{""age"":""28"",""gender"":""Female"",""strength"":""Lacked knowledge from other players for lots of rounds so was difficult to make informed guesses."",""fair"":""Yes. "",""feedback"":""No problems. "",""education"":""bachelor"",""teammates"":""Some didn't send any messages so was hard for me to make good guesses on those rounds. "",""notes"":"""",""politics"":""Central"",""geo"":""British"",""ethnicity"":""Mixed - white and black caribbean""}",2024-04-23T20:22:18.918982042Z
01HW69DA747M6H59QDGNZXPNM3,01HW65RDVBWNWBQ37AHS99ES86,2024-04-23T20:12:31.355206503Z,game ended,2024-04-23T20:20:37.454453134Z,3,2024-04-23T20:14:24.383326407Z,true,2024-04-23T20:14:27.364152945Z,player 4,2024-04-23T20:14:27.715147199Z,01HW69B9ZCD61EAN2KDPDS4G1X,2024-04-23T20:20:06.830466824Z,5a32e703c862ce00011155f6,2024-04-23T20:12:31.332076916Z,{},2024-04-23T20:12:31.649187117Z,rerun-slider- 0.7,2024-04-23T20:12:31.355206503Z,"[""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-23T20:14:27.715147199Z,01HW69D9MNAX5PEH80GSSTNPR8,2024-04-23T20:12:31.332076916Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:12:31.355206503Z,1,2024-04-23T20:21:54.060434471Z,"{""age"":""30"",""gender"":""Male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":""not sure"",""notes"":""no"",""politics"":""Conservative"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T20:21:54.079130093Z
01HW69DQ0Q0CZF741B07SQF2X2,01HW65REM1S7VC11V6GJCP76YD,2024-04-23T20:14:27.400558365Z,game ended,2024-04-23T20:21:30.398735125Z,3,2024-04-23T20:14:37.260583331Z,true,2024-04-23T20:14:41.470167229Z,player 3,2024-04-23T20:17:27.92060876Z,01HW69EMHZG3K4QAFHYWMEAYGJ,2024-04-23T20:21:17.964672734Z,5eea3c1485ba010aebfd7471,2024-04-23T20:12:44.439096615Z,{},2024-04-23T20:12:44.856059656Z,rerun-slider- 0.7,2024-04-23T20:14:27.400558365Z,"[""🐇"",""                                   "",""🐇"",""🐿️"",""🐿️"",""🐇""]",2024-04-23T20:17:27.92060876Z,01HW69DP7FC99C18M69VC7MYSK,2024-04-23T20:12:44.439096615Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:14:27.400558365Z,1,2024-04-23T20:22:03.740116253Z,"{""age"":""29"",""gender"":""Female"",""strength"":""High"",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Hopefully"",""notes"":""Yes"",""politics"":""Left"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-23T20:22:03.721311228Z
01HW69E3Z1X4SAPS6AB3P304S0,01HW65RD4GBBZMKE6Y3T1SPZ6J,2024-04-23T20:17:26.808202188Z,game ended,2024-04-23T20:24:16.945812667Z,3,2024-04-23T20:18:14.101479894Z,true,2024-04-23T20:18:36.115891546Z,player 2,2024-04-23T20:18:43.216850481Z,01HW69MF9NZSRSHX53HFYTCJ07,2024-04-23T20:23:46.165351121Z,55885582fdf99b4021921fbd,2024-04-23T20:12:57.697487292Z,{},2024-04-23T20:12:58.051649743Z,rerun-slider- 0.7,2024-04-23T20:17:26.808202188Z,"[""🐇"",""🐇"",""🐿️"",""🐇"",""                                   "",""🐇"",""🐇"",""🐿️""]",2024-04-23T20:18:43.216850481Z,01HW69E3AM6DRWFAK3BB3GH1TA,2024-04-23T20:12:57.697487292Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:17:26.808202188Z,1,2024-04-23T20:26:43.196988297Z,"{""age"":""68"",""gender"":""Female"",""strength"":""I was too slow, but tried to be as accurate as i could be."",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""yes, most were truthful"",""notes"":""no, no time to take notes"",""politics"":""centre right"",""geo"":""United Kingdom"",""ethnicity"":""white british""}",2024-04-23T20:26:43.174250029Z
01HW69EMHZG3K4QAFHYWMEAYGJ,01HW65REM1S7VC11V6GJCP76YD,2024-04-23T20:14:27.400558365Z,game ended,2024-04-23T20:21:30.398735125Z,3,2024-04-23T20:15:20.144543576Z,true,2024-04-23T20:15:26.584973431Z,player 4,2024-04-23T20:17:27.92060876Z,01HW69B269RXPABK6HK0J0BNFX,2024-04-23T20:21:17.964672734Z,63d15a2dccce0705127190e3,2024-04-23T20:13:14.687062967Z,{},2024-04-23T20:13:15.022687569Z,rerun-slider- 0.7,2024-04-23T20:14:27.400558365Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐇""]",2024-04-23T20:17:27.92060876Z,01HW69EKZ5X3H409A19ZS9X4G1,2024-04-23T20:13:14.687062967Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:14:27.400558365Z,1,2024-04-23T20:22:47.302897376Z,"{""age"":""24"",""gender"":""Male"",""strength"":""I was pretty sound."",""fair"":""Yes."",""feedback"":"""",""education"":""high-school"",""teammates"":""I believe they were not real teammates."",""notes"":""Just a mental note."",""politics"":""Far Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T20:22:47.243665078Z
01HW69KX7T77EM1WEB2CXB66DY,01HW65RCAT20XJM0BB4VJMY120,2024-04-23T20:18:42.861916361Z,game ended,2024-04-23T20:24:21.087238948Z,3,2024-04-23T20:19:35.019469394Z,true,2024-04-23T20:19:46.091791342Z,player 1,2024-04-23T20:20:14.990184067Z,01HW69MBCWXDFH5P00ZK0XKA7Z,2024-04-23T20:24:04.583596821Z,5f280cc370354e08a8f2895c,2024-04-23T20:16:07.418265014Z,{},2024-04-23T20:16:08.430411405Z,rerun-slider- 0.7,2024-04-23T20:18:42.861916361Z,"[""                                   "",""🐇"",""🐇""]",2024-04-23T20:20:14.990184067Z,01HW69KW9SVWSR7KQYF4QRSXW2,2024-04-23T20:16:07.418265014Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:18:42.861916361Z,1,2024-04-23T20:25:56.312088171Z,"{""age"":""45"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""master"",""teammates"":""I think so"",""notes"":""No"",""politics"":""Middle"",""geo"":""United Kingdom"",""ethnicity"":""Asian""}",2024-04-23T20:25:56.290009971Z
01HW69MBCWXDFH5P00ZK0XKA7Z,01HW65RCAT20XJM0BB4VJMY120,2024-04-23T20:18:42.861916361Z,game ended,2024-04-23T20:24:21.087238948Z,3,2024-04-23T20:18:57.888861188Z,true,2024-04-23T20:19:20.517782391Z,player 2,2024-04-23T20:20:14.990184067Z,01HW69RKMCDGREDHE7Y4D3GQEB,2024-04-23T20:24:04.583596821Z,61479a7b64c0d1271b99fc7d,2024-04-23T20:16:21.91623824Z,{},2024-04-23T20:16:22.285372488Z,rerun-slider- 0.7,2024-04-23T20:18:42.861916361Z,"[""🐇"",""🐇"",""🐇"",""🐿️"",""                                   ""]",2024-04-23T20:20:14.990184067Z,01HW69MAS5F2TPX01R8CT65W7D,2024-04-23T20:16:21.91623824Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:18:42.861916361Z,1,2024-04-23T20:26:11.634818069Z,"{""age"":""36"",""gender"":""female"",""strength"":""I was very truthful in the game, and just recorded what I saw, or exactly what I though from an honest stand point"",""fair"":""yes"",""feedback"":""I didn't encounter any problems"",""education"":""high-school"",""teammates"":""I think so, I feel more inclined to say they were being truthful than not"",""notes"":""Most of them said similar to what I thought"",""politics"":""N/A"",""geo"":""Irish"",""ethnicity"":""white""}",2024-04-23T20:26:11.612529701Z
01HW69MF9NZSRSHX53HFYTCJ07,01HW65RD4GBBZMKE6Y3T1SPZ6J,2024-04-23T20:16:25.932029331Z,game ended,2024-04-23T20:24:16.945812667Z,3,2024-04-23T20:18:38.766662221Z,true,2024-04-23T20:18:42.750271019Z,player 3,2024-04-23T20:18:43.216850481Z,01HW69MM0SRP88D7C2R4F2S9V3,2024-04-23T20:23:46.165351121Z,63d3f99c57f6b09e77ce7c82,2024-04-23T20:16:25.909143385Z,{},2024-04-23T20:16:26.250311948Z,rerun-slider- 0.7,2024-04-23T20:16:25.932029331Z,"[""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""                                   "",""🐿️""]",2024-04-23T20:18:43.216850481Z,01HW69MEN97PDKEYBB8VAZ6V24,2024-04-23T20:16:25.909143385Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:16:25.932029331Z,1,2024-04-23T20:25:30.106364661Z,"{""age"":""31"",""gender"":""male"",""strength"":""I took into account what others were saying and tried to picture an average."",""fair"":""Yes."",""feedback"":""No issues. All good."",""education"":""high-school"",""teammates"":""Yes, I think they were telling the truth."",""notes"":""Yes, always."",""politics"":""left"",""geo"":""British"",""ethnicity"":""white british""}",2024-04-23T20:25:30.126736784Z
01HW69MJVKP90K19Y778ZZ3WQG,,2024-04-23T20:32:44.77736604Z,no more games,2024-04-23T20:32:44.77736604Z,1,2024-04-23T20:16:47.222972721Z,,,,,,,660bdc29f5dec2745c7e7ee3,2024-04-23T20:16:29.55582327Z,{},2024-04-23T20:16:29.916481134Z,rerun-slider- 0.7,2024-04-23T20:27:22.035332516Z,,,01HW69MJ6WAPHM3G6XAS4TWNB3,2024-04-23T20:16:29.55582327Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:27:22.035332516Z,,,,
01HW69MM0SRP88D7C2R4F2S9V3,01HW65RD4GBBZMKE6Y3T1SPZ6J,2024-04-23T20:16:30.780811885Z,game ended,2024-04-23T20:24:16.945812667Z,3,2024-04-23T20:18:09.815965074Z,true,2024-04-23T20:18:18.239586574Z,player 4,2024-04-23T20:18:43.216850481Z,01HW69BTZSFV9CZJJHWJTZ97CV,2024-04-23T20:23:46.165351121Z,63d13d6a1d2f8799323bada5,2024-04-23T20:16:30.74579125Z,{},2024-04-23T20:16:31.108453894Z,rerun-slider- 0.7,2024-04-23T20:16:30.780811885Z,"[""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-23T20:18:43.216850481Z,01HW69MKCC7WQ0XKXGBEZQ2MJ4,2024-04-23T20:16:30.74579125Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:16:30.780811885Z,1,2024-04-23T20:24:58.596846736Z,"{""age"":""39"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""master"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Center"",""geo"":""United Kingdom"",""ethnicity"":""Black""}",2024-04-23T20:24:58.572013437Z
01HW69QXN3QVF8R7GVGJCA214R,01HW65RAY62DQZ95DV6B2AF22H,2024-04-23T20:22:46.389448628Z,game ended,2024-04-23T20:29:22.15699923Z,3,2024-04-23T20:22:16.825169971Z,true,2024-04-23T20:22:52.172237948Z,player 1,2024-04-23T20:24:08.671100454Z,01HW69W3V4FTQJFHRQGV19QEGE,2024-04-23T20:28:59.439943479Z,6616fb992e894124c444e560,2024-04-23T20:18:18.915435967Z,{},2024-04-23T20:18:19.333502705Z,rerun-slider- 0.7,2024-04-23T20:22:46.389448628Z,"[""🐿️"",""🐇"",""                                   "",""🐇"",""🐿️""]",2024-04-23T20:24:08.671100454Z,01HW69QWNK4769RBEWQ2WRTQ0N,2024-04-23T20:18:18.915435967Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:22:46.389448628Z,1,2024-04-23T20:32:38.445189069Z,"{""age"":""34"",""gender"":""male"",""strength"":""I was accurate and consistent."",""fair"":""Yes, very fair."",""feedback"":""I'm not sure if the others weren't concentrating as their answers were drifting about."",""education"":""high-school"",""teammates"":""Somebody was getting the answers incorrect which is frustrating as we wont get the bonus if we fail."",""notes"":""I did read them but it didn't influence my answers"",""politics"":""UK Conservative"",""geo"":""United Kingdom"",""ethnicity"":""White ""}",2024-04-23T20:32:38.415416256Z
01HW69R9WMYP6EF5HQ8TAJSWT2,01HW65RBMH561M3Y6VQXFWFN68,2024-04-23T20:20:14.58815598Z,game ended,2024-04-23T20:25:25.07958164Z,3,2024-04-23T20:20:15.822827174Z,true,2024-04-23T20:20:17.450174041Z,player 1,2024-04-23T20:21:50.766704301Z,01HW69RQQ6EVJMCDSHTDREAQQJ,2024-04-23T20:25:16.735650953Z,5c61e3f321fb620001409213,2024-04-23T20:18:31.444869989Z,{},2024-04-23T20:18:31.919918191Z,rerun-slider- 0.7,2024-04-23T20:20:14.58815598Z,"[""🐿️"",""🐇"",""                                   ""]",2024-04-23T20:21:50.766704301Z,01HW69R99E3R5YS5MTBSKNQ7SZ,2024-04-23T20:18:31.444869989Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:20:14.58815598Z,1,2024-04-23T20:26:25.847826529Z,"{""age"":""33"",""gender"":""female"",""strength"":""ok"",""fair"":""yes"",""feedback"":""none"",""education"":""master"",""teammates"":""i don't see why they would lie"",""notes"":""not physical, but i took what they said in mind"",""politics"":""centre-left"",""geo"":""uk"",""ethnicity"":""white british""}",2024-04-23T20:26:25.827973567Z
01HW69RKMCDGREDHE7Y4D3GQEB,01HW65RCAT20XJM0BB4VJMY120,2024-04-23T20:18:41.445110108Z,game ended,2024-04-23T20:24:21.087238948Z,3,2024-04-23T20:20:10.972577853Z,true,2024-04-23T20:20:14.473299536Z,player 3,2024-04-23T20:20:14.990184067Z,01HW69S6Y666QDBJDWS4P0D0S9,2024-04-23T20:24:04.583596821Z,6401041925b69c601d8c81eb,2024-04-23T20:18:41.420967031Z,{},2024-04-23T20:18:41.764454793Z,rerun-slider- 0.7,2024-04-23T20:18:41.445110108Z,"[""🐿️"",""🐇"",""🐿️"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐇"",""🐇"",""🐿️""]",2024-04-23T20:20:14.990184067Z,01HW69RK0H0ND5YD6T8H60JZK3,2024-04-23T20:18:41.420967031Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:18:41.445110108Z,1,2024-04-23T20:28:06.196548967Z,"{""age"":""23"",""gender"":""Male"",""strength"":""I do not believe my input was that strong, everyone else seemed to think rabbits dominated while I felt it was more even."",""fair"":""I do think the pay was fair."",""feedback"":""Thank you for the opportunity to participate."",""education"":""bachelor"",""teammates"":""Yes, I can only hope they were being truthful about what they could see."",""notes"":""No notes, but I did try to pay attention to the messages that popped up while considering my answer."",""politics"":""Mid/left"",""geo"":""UK/East Midlands"",""ethnicity"":""White""}",2024-04-23T20:28:06.157622932Z
01HW69RQQ6EVJMCDSHTDREAQQJ,01HW65RBMH561M3Y6VQXFWFN68,2024-04-23T20:20:14.58815598Z,game ended,2024-04-23T20:25:25.07958164Z,3,2024-04-23T20:20:52.43625751Z,true,2024-04-23T20:21:19.570162346Z,player 2,2024-04-23T20:21:50.766704301Z,01HW69TMATVCWD6YVGK6MBKVNC,2024-04-23T20:25:16.735650953Z,60342884b95a3823eaf5fd9b,2024-04-23T20:18:45.606662218Z,{},2024-04-23T20:18:45.946227534Z,rerun-slider- 0.7,2024-04-23T20:20:14.58815598Z,"[""🐇"",""🐿️"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-23T20:21:50.766704301Z,01HW69RQ40BCYDN70NZKB844DN,2024-04-23T20:18:45.606662218Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:20:14.58815598Z,,,,
01HW69RSPGANJFX8Y3PHV63R0R,01HW69VZ45MBYTEC9B3KV1NQ9C,2024-04-23T20:21:50.2772331Z,game ended,2024-04-23T20:27:35.998998008Z,3,2024-04-23T20:22:10.987817319Z,true,2024-04-23T20:22:18.364101538Z,player 1,2024-04-23T20:22:46.829297904Z,01HW69SAJT2Z5CE7YK40ZN6EF3,2024-04-23T20:27:21.240909663Z,5f2aeacd1064b9427cae308e,2024-04-23T20:18:47.632801427Z,{},2024-04-23T20:18:47.953256679Z,rerun-slider- 0.7,2024-04-23T20:21:50.2772331Z,"[""🐇"",""                                   "",""🐇""]",2024-04-23T20:22:46.829297904Z,01HW69RS431QQ4Q65P9KPMJQNJ,2024-04-23T20:18:47.632801427Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:21:50.2772331Z,1,2024-04-23T20:28:58.741049338Z,"{""age"":""39"",""gender"":""Female"",""strength"":""I'm not sure I had a strength, being honest!"",""fair"":""Yes"",""feedback"":""N/A"",""education"":""bachelor"",""teammates"":""I think so."",""notes"":""Yes, everyone appeared to be seeing similar to me which backed up my initial opinions."",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-04-23T20:28:58.765360094Z
01HW69S6Y666QDBJDWS4P0D0S9,01HW65RCAT20XJM0BB4VJMY120,2024-04-23T20:19:01.243580654Z,game ended,2024-04-23T20:24:21.087238948Z,3,2024-04-23T20:20:10.275364656Z,true,2024-04-23T20:20:12.944928409Z,player 4,2024-04-23T20:20:14.990184067Z,01HW69KX7T77EM1WEB2CXB66DY,2024-04-23T20:24:04.583596821Z,59ada3241059c50001afa98c,2024-04-23T20:19:01.190463538Z,{},2024-04-23T20:19:01.822548082Z,rerun-slider- 0.7,2024-04-23T20:19:01.243580654Z,"[""🐇"",""🐿️"",""🐇"",""                                   "",""🐇"",""🐇""]",2024-04-23T20:20:14.990184067Z,01HW69S5PP2ZPSJZ0RJES6XSJS,2024-04-23T20:19:01.190463538Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:19:01.243580654Z,1,2024-04-23T20:25:02.588023411Z,"{""age"":""45"",""gender"":""Male"",""strength"":""Unsure"",""fair"":""Yes"",""feedback"":""UI was a bit unstable"",""education"":""master"",""teammates"":""No idea"",""notes"":""No"",""politics"":""Moderate"",""geo"":""UK"",""ethnicity"":""East Asian""}",2024-04-23T20:25:02.528896977Z
01HW69SAJT2Z5CE7YK40ZN6EF3,01HW69VZ45MBYTEC9B3KV1NQ9C,2024-04-23T20:21:50.2772331Z,game ended,2024-04-23T20:27:35.998998008Z,3,2024-04-23T20:22:22.044693194Z,true,2024-04-23T20:22:26.753334808Z,player 2,2024-04-23T20:22:46.829297904Z,01HW69WSGFZT4DCSXMA9M23CDA,2024-04-23T20:27:21.240909663Z,646d09329a9be6926ff22bed,2024-04-23T20:19:04.922822817Z,{},2024-04-23T20:19:05.308471056Z,rerun-slider- 0.7,2024-04-23T20:21:50.2772331Z,"[""                                   "",""🐇"",""🐇"",""🐿️"",""🐿️""]",2024-04-23T20:22:46.829297904Z,01HW69S9XZKPMABMVT8969KRZ3,2024-04-23T20:19:04.922822817Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:21:50.2772331Z,1,2024-04-23T20:29:39.44079675Z,"{""age"":""63"",""gender"":""Female"",""strength"":""Observation of my window and other players' messages to me. "",""fair"":""Yes :) "",""feedback"":""None :) "",""education"":""high-school"",""teammates"":""They seemed to be seeing more critters than me, as their percentages appeared to be less absolute than mine. "",""notes"":""Yes :) "",""politics"":""Slightly Right"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-23T20:29:39.417300586Z
01HW69TMATVCWD6YVGK6MBKVNC,01HW65RBMH561M3Y6VQXFWFN68,2024-04-23T20:19:47.718339117Z,game ended,2024-04-23T20:25:25.07958164Z,3,2024-04-23T20:21:46.767535979Z,true,2024-04-23T20:21:50.112068569Z,player 3,2024-04-23T20:21:50.766704301Z,01HW69TMWE438FDMQXPBSC328G,2024-04-23T20:25:16.735650953Z,61410966afb49e2d0d4bfaa8,2024-04-23T20:19:47.67501787Z,{},2024-04-23T20:19:48.180589584Z,rerun-slider- 0.7,2024-04-23T20:19:47.718339117Z,"[""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇"",""                                   ""]",2024-04-23T20:21:50.766704301Z,01HW69TKPFMGEXH3RKCZKA3VDD,2024-04-23T20:19:47.67501787Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:19:47.718339117Z,1,2024-04-23T20:26:47.441045378Z,"{""age"":""31"",""gender"":""female"",""strength"":""I think I was being accurate"",""fair"":""yes"",""feedback"":""no problems"",""education"":""master"",""teammates"":""Generally seemed similar to the picture I had out my window"",""notes"":""Slightly, it seemed to be in line with what I was seeing"",""politics"":""left"",""geo"":""scottish"",""ethnicity"":""white""}",2024-04-23T20:26:47.419243587Z
01HW69TMWE438FDMQXPBSC328G,01HW65RBMH561M3Y6VQXFWFN68,2024-04-23T20:19:48.335944Z,game ended,2024-04-23T20:25:25.07958164Z,3,2024-04-23T20:21:17.751842319Z,true,2024-04-23T20:21:26.974950429Z,player 4,2024-04-23T20:21:50.766704301Z,01HW69R9WMYP6EF5HQ8TAJSWT2,2024-04-23T20:25:16.735650953Z,5e9a5763b804c70e5b5bf37b,2024-04-23T20:19:48.238781716Z,{},2024-04-23T20:19:48.477321448Z,rerun-slider- 0.7,2024-04-23T20:19:48.335944Z,"[""                                   "",""🐿️"",""🐇""]",2024-04-23T20:21:50.766704301Z,01HW69TMD2HS0YP063G65P6ZCN,2024-04-23T20:19:48.238781716Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:19:48.335944Z,1,2024-04-23T20:26:10.97564043Z,"{""age"":""25"",""gender"":""Male"",""strength"":""Averaging out the answers to predict the total population"",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I believe so; they were at least consistent. "",""notes"":""Only mentally"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-23T20:26:10.942395422Z
01HW69W3V4FTQJFHRQGV19QEGE,01HW65RAY62DQZ95DV6B2AF22H,2024-04-23T20:22:46.389448628Z,game ended,2024-04-23T20:29:22.15699923Z,3,2024-04-23T20:23:30.558616496Z,true,2024-04-23T20:23:48.828170354Z,player 2,2024-04-23T20:24:08.671100454Z,01HW69XHHQQJDQ9EYPGDP4N38C,2024-04-23T20:28:59.439943479Z,605e9cc770aa6d1947d02bfa,2024-04-23T20:20:36.324875299Z,{},2024-04-23T20:20:36.69319861Z,rerun-slider- 0.7,2024-04-23T20:22:46.389448628Z,"[""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐇"",""                                   "",""🐿️"",""🐿️"",""🐇""]",2024-04-23T20:24:08.671100454Z,01HW69W362P727NX4HFCT9JKT7,2024-04-23T20:20:36.324875299Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-23T20:22:46.389448628Z,1,2024-04-23T20:32:52.384488815Z,"{""age"":""32"",""gender"":""male"",""strength"":""I'm reasonably good at taking averages."",""fair"":""Yes"",""feedback"":""The slider was too small to give a precise answer"",""education"":""bachelor"",""teammates"":""They all had similar numbers, so yes it's likely they were truthful."",""notes"":""No"",""politics"":""middle"",""geo"":""British UK"",""ethnicity"":""white""}",2024-04-23T20:32:52.408813401Z
